keyword,title,url,snippet,final_score,sentiment_score
rare earth,"The Rare Earth Metal Driving Tensions Between the US and China - WIRED",https://www.wired.com/story/yttrium-rare-earth-metal-china-us/,"",77.5,-0.8
rare earth,"Australian miners thrust into spotlight as yttrium rockets 4,000% - Mining.com.au",https://mining.com.au/australian-miners-thrust-into-spotlight-as-yttrium-rockets-4000/,"",71.67,0.7
rare earth,"Victoria strengthens critical minerals capabilities with green light at Goschen - Australian Mining",https://www.australianmining.com.au/victoria-critical-minerals-green-light-goschen/,"",54.17,0.8
rare earth,"2 Monster Stocks to Hold for the Next 5 Years - The Motley Fool",https://www.fool.com/investing/2025/11/30/2-monster-stocks-to-hold-for-the-next-5-years/,"",77.5,0.8
rare earth,"The Capital Crunch: VHM enters last stage of financing - Mining.com.au",https://mining.com.au/the-capital-crunch-vhm-enters-last-stage-of-financing-package/,"",54.17,0.3
rare earth,"Sunday Edition: 30th November - Next Investors",https://nextinvestors.com/articles/sunday-edition-30th-november/,"",60,0.7
rare earth,"How to watch asteroid Eros's close encounter with Andromeda galaxy - NewsBytes",https://www.newsbytesapp.com/news/science/eros-to-pass-by-andromeda-tonight-how-to-watch/story,"",7.5,0
rare earth,"Zijin founder who built the $100 billion Chinese miner retires - Mining.com",https://www.mining.com/web/zijin-founder-who-built-the-100-billion-chinese-miner-retires/,"",60,0.6
rare earth,"This Mining Stock Is Up 385% in 2025. 1 Reason This Could Be Just the Beginning. - AOL.com",https://www.aol.com/articles/mining-stock-385-2025-1-093500725.html,"",54.17,0.6
rare earth,"High gold prices hit demand across major Asian hubs - Mining.com",https://www.mining.com/web/high-gold-prices-hit-demand-across-major-asian-hubs/,"",60,-0.6
rare earth,"Newmont Gold Surges: How the Market’s Golden Child Defies Volatility in 2025 - Ad-hoc-news.de",https://www.ad-hoc-news.de/boerse/news/ueberblick/newmont-gold-surges-how-the-market-s-golden-child-defies-volatility-in/68401283,"",65.83,0.7
rare earth,"One discovery that Oriented 2025: 12 Days of Christmas - Mining.com.au",https://mining.com.au/one-discovery-that-shaped-2025-12-days-of-christmas/,"",60,0.7
rare earth,"Exploration funding reaches ‘turning point’ in Australia: report - Australian Mining",https://www.australianmining.com.au/exploration-funding-reaches-turning-point-in-australia-report/,"",65.83,0.8
rare earth,"Neuron Energy raises ₹31 crore to scale up EV-battery production in India - Telematics Wire",https://telematicswire.net/neuron-energy-raises-%E2%82%B931-crore-to-scale-up-ev-battery-production-in-india/,"",60,0.7
rare earth,"How Beca is redefining tailings for modern mining demands - Australian Mining",https://www.australianmining.com.au/how-beca-is-redefining-tailings-for-modern-mining-demands/,"",54.17,0.6
rare earth,"Hydropower, Energy Dominance, And Tribal Rights - CleanTechnica",https://cleantechnica.com/2025/11/30/hydropower-energy-dominance-and-tribal-rights/,"",77.5,-0.7
tesla,"Here's What Tesla's New Range of Affordable Electric Cars Cost - CNET",https://www.cnet.com/home/electric-vehicles/heres-what-teslas-new-range-of-affordable-electric-cars-cost/,"",60,0.6
tesla,"Watch how a Tesla with Full Self-Driving handles being run off the road - CarExpert",https://www.carexpert.com.au/car-news/watch-how-a-tesla-with-full-self-driving-handles-being-run-off-the-road,"",42.5,0.3
tesla,"Elon Musk opens up to Nikhil Kamath about philanthropy, says donating money is ‘extremely challenging’ - livemint.com",https://www.livemint.com/news/us-news/elon-musk-nikhil-kamath-wtf-podcast-about-philanthropy-says-donating-money-is-extremely-challenging-11764561431540.html,"",13.33,0
tesla,"Market Data - TheStreet",https://www.thestreet.com/investing/for-now-maybe-through-holidays-stocks-should-move-ahead,"",48.33,0.4
tesla,"Another EV Charging Hub Running On Renewable Energy Launches In California - CleanTechnica",https://cleantechnica.com/2025/11/30/another-ev-charging-hub-running-on-renewable-energy-launches-in-california/,"",54.17,0.6
tesla,"Elon Musk teases a future run by robots - Fox News",https://www.foxnews.com/tech/elon-musk-teases-future-run-robots,"",54.17,0.1
tesla,"Intel Stock Price Forecast 2026: Can INTC’s AI and Apple Hopes Power the Next Leg Higher? - ts2.tech",https://ts2.tech/en/intel-stock-price-forecast-2026-can-intcs-ai-and-apple-hopes-power-the-next-leg-higher/,"",77.5,0.3
tesla,"Considering Buying a $20K Home Robot? There's Something You Need to Know First - CNET",https://www.cnet.com/tech/considering-buying-a-20k-home-robot-theres-something-you-need-to-know-first/,"",54.17,-0.2
tesla,"Fortescue Delivers Large Scale BYD Battery Energy Storage System To North Star Junction - TradingView",https://www.tradingview.com/news/reuters.com,2025:newsml_FWN3X602U:0-fortescue-delivers-large-scale-byd-battery-energy-storage-system-to-north-star-junction/,"",54.17,0
tesla,"Why do EV charging attempts fail? ChargerHelp’s Kameale Terry explains. - Automotive News",https://www.autonews.com/podcasts/shift/an-shift-podcast-ev-charging-kameale-terry-1230/,"",13.33,0
tesla,"Hyundai expands V2X services across three markets - Automotive World",https://www.automotiveworld.com/news/hyundai-expands-v2x-services-across-three-markets/,"",60,0.6
tesla,"DJI Pushes the Mini 3 Fly More Drone Combo to a Zero-Margin Price, but Stock Won’t Hold the Cyber Monday Deal for Long - Kotaku",https://kotaku.com/dji-pushes-the-mini-3-fly-more-drone-combo-to-a-zero-margin-price-but-stock-wont-hold-the-cyber-monday-deal-for-long-2000648776,"",30.83,0.6
tesla,"Amazon Out of Time With Thousands of Galaxy Tab A9+, Goes Zero Profit for Cyber Monday Clearance - Kotaku",https://kotaku.com/amazon-out-of-time-with-thousands-of-galaxy-tab-a9-goes-zero-profit-for-cyber-monday-clearance-2000648929,"",42.5,0.6
