keyword,title,url,snippet,final_score,sentiment_score
"bitcoin","Dollar holds gains against sterling, yen as central bank decisions loom - CNBC","https://www.cnbc.com/2025/12/18/dollar-holds-gains-against-sterling-yen-as-central-bank-decisions-loom.html","The Australian dollar fetched $0.6600, down 0.1% in early trade. The kiwi traded at $0.5763, down 0.20%, largely shrugging off data showing New Zealand's economy returned to growth in the third quarter.

In cryptocurrencies, bitcoin gained 0.3% to $86,240.24, and ether rose 0.6% to $2,835.64. [...] Cybersecurity",56.4,0.2
"bitcoin","US crypto industry cheers 2025 wins, but party may fizzle next year - Reuters","https://www.reuters.com/sustainability/boards-policy-regulation/us-crypto-industry-cheers-2025-wins-party-may-fizzle-next-year-2025-12-18/","A top bank regulator also eased rules on banks' crypto dealings and conditionally approved bank licenses for crypto firms. Along with Trump's creation of a bitcoin stockpile and the SEC's approval of a raft of new crypto products, the changes together helped propel bitcoin to new peaks this year and pave the way for wider crypto adoption, sparking warnings from critics over potential investor and systemic risks. [...] A spokesperson for Tim Scott, the chair of the Senate Banking Committee which is co-writing the Senate's version of the bill, said the committee is negotiating and ""looks forward"" to advancing the legislation in ""early 2026."" In the meantime, crypto firms are turning their attention to regulatory fixes, especially an SEC ""innovation exemption."" [...] But crypto market structure legislation and carve-outs from SEC rules that should fix core, longstanding problems for the industry are yet to come, threatening to sap the industry's celebratory mood, according to multiple industry executives, some of whom spoke at a Reuters NEXT event earlier this month.",78.48,0.2
"bitcoin","Press Release - Mining.com","https://www.mining.com/press-release?id=69439d7b18e86fe8dc044394","Neither the TSX Venture Exchange nor its Regulation Services Provider (as that term is defined in the policies of the TSX Venture Exchange) accepts responsibility for the adequacy or accuracy of this release. [...] approval. However, Mr. Rogers is restricted from converting the Notes or exercising the Warrants to the extent that doing so would result in him holding greater than 19.99% of the Common Shares at the time of conversion or exercise, until disinterested approval from the Company's shareholders and Exchange approval for the creation of a new Control Person has been obtained. [...] Wednesday, December 17, 2025 8:33 PM PST

/NOT FOR DISTRIBUTION TO UNITED STATES NEWSWIRE SERVICES OR FOR DISSEMINATION IN THE UNITED STATES/",28,0
"bitcoin","Clean energy straight from space - Nature","https://www.nature.com/articles/s41893-025-01742-2","Smirnova, O. Clean energy straight from space. Nat Sustain 8, 1417 (2025).

Anyone you share the following link with will be able to read this content:

Sorry, a shareable link is not currently available for this article.

Provided by the Springer Nature SharedIt content-sharing initiative

Instant access to the full article PDF.

Prices may be subject to local taxes which are calculated during checkout

Correspondence to Oksana Smirnova.

Sign up for the Nature Briefing newsletter — what matters in science, free to your inbox daily.

Get the most important science stories of the day, free in your inbox. Sign up for Nature Briefing",28.64,0
"bitcoin","Cramer's Lightning Round: 'No' to SentinelOne - CNBC","https://www.cnbc.com/2025/12/18/cramers-lightning-round-no-to-sentinelone.html","It's that time again! ""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.

SentinelOne's year-to-date stock performance.

SentinelOne: ""No...You got to stick with a high-quality one. Got to stick with CrowdStrike or Palo Alto Networks.""

BitMine Immersion Technologies' year-to-date stock performance.",26.4,-0.2
"bitcoin","American Bitcoin buys additional 261 Bitcoin… holds 5044 BTC in total - bloomingbit","https://bloomingbit.io/en/feed/news/102479","# American Bitcoin buys additional 261 Bitcoin… holds 5044 BTC in total. * As a result, total **Bitcoin holdings have increased to 5044 BTC**. * The company is currently ranked **21st** in the global corporate Bitcoin holdings ranking. Bitcoin (BTC) mining company American Bitcoin Corporation (American Bitcoin Corp) has increased its Bitcoin holdings. On the 15th, Bitcoin Treasury said via X (formerly Twitter), ""American Bitcoin, backed by President Trump's family, recently purchased an additional 261 Bitcoin, bringing its total holdings to 5044 BTC."". Accordingly, the company rose to 21st place in the global corporate Bitcoin holdings ranking, the 'Bitcoin 100'. Blockchain journalist | Writer of Trade Now & Altcoin Now, must-read content for investors. What did you think of the article you just read? ### PiCK News. #### ""JP Morgan plans to launch tokenized money market fund on Ethereum…to inject $100 million in initial capital"". #### Token unlocks worth 300 million dollars expected this week… includes ARB, SOL, etc. ### Trending News.",50.8,0.1
"bitcoin","American Bitcoin's Bitcoin reserves have increased by approximately 623 BTC in the past 7 days, bringing its current holdings to 4941 BTC. - bitget.com","https://www.bitget.com/amp/news/detail/12560605109872","American Bitcoin's Bitcoin reserves have increased by approximately 623 BTC in the past 7 days, bringing its current holdings to 4941 BTC. # American Bitcoin's Bitcoin reserves have increased by approximately 623 BTC in the past 7 days, bringing its current holdings to 4941 BTC. Emmett Gallic, a blockchain analyst who previously disclosed and analyzed the ""1011 insider whale,"" posted on the X platform revealing updated data on the Bitcoin reserves of American Bitcoin, a crypto mining company supported by the Trump family. In the past seven days, they increased their holdings by about 623 BTC, of which approximately 80 BTC came from mining income and 542 BTC from strategic acquisitions in the open market. Ultiland: The new RWA unicorn is rewriting the on-chain narrative of art, IP, and assets. Crypto 2026 in the Eyes of a16z: These 17 Trends Will Reshape the Industry. Crypto 2026 in the Eyes of a16z: These 17 Trends Will Reshape the Industry.",50.8,0.1
"bitcoin","Hyperscale Data Bitcoin Treasury at 97.5% of Market Capitalization at Approximately $75.5 Million - Financial Times","https://markets.ft.com/data/announce/detail?dockey=600-202512160600PR_NEWS_USPRX____SF48387-1","### Hyperscale Data Bitcoin Treasury at 97.5% of Market Capitalization at Approximately $75.5 Million. ***Company Holds 498.4633 Bitcoin and has Allocated $31.5 Million of Cash for Future Purchases of Bitcoin***. (NYSE American: GPUS), an artificial intelligence (""**AI**"") data center company anchored by Bitcoin (""**Hyperscale Data**"" or the ""**Company**""), today announced that its Bitcoin treasury, including current holdings and cash allocated to committed purchases of Bitcoin, totaled approximately $75.5 million, based on the price of Bitcoin as of December 14, 2025. The Company remains committed to its long-term goal of accumulating Bitcoin equal to 100% of its market capitalization as part of its broader $100 milliondigital asset treasury (""**DAT**"") strategy. In addition, Hyperscale Data has allocated $31.5 million of cash for Sentinum to deploy into open-market Bitcoin purchases. ""Reaching 97.5% of the market capitalization is a significant milestone for the Company,"" stated Milton ""Todd"" Ault III, Executive Chairman of Hyperscale Data. Hyperscale Data will fully deploy the cash allocated to its DAT strategy into Bitcoin purchases over time.",73.48,0.3
"bitcoin","Crypto This Week & Week Ahead (Dec. 13, 2025): Bitcoin Near $90K as U.S. Bank Charters, a Staked Ethereum ETF Filing, and Tokenization Headlines Reshape the Market - ts2.tech","https://ts2.tech/en/crypto-this-week-week-ahead-dec-13-2025-bitcoin-near-90k-as-u-s-bank-charters-a-staked-ethereum-etf-filing-and-tokenization-headlines-reshape-the-market/","# Crypto This Week & Week Ahead (Dec. 13, 2025): Bitcoin Near $90K as U.S. Bank Charters, a Staked Ethereum ETF Filing, and Tokenization Headlines Reshape the Market. But “quiet” doesn’t mean “boring.” In the last few days alone, the crypto story has expanded beyond price action into **U.S. banking charter approvals for major crypto firms, new moves around tokenization and market infrastructure, and a filing that aims to bring Ethereum staking yield into an ETF wrapper**—all while investors brace for a data-heavy week ahead that could swing rates, the dollar, and risk appetite. 1. Crypto This Week & Week Ahead (Dec. 13, 2025): Bitcoin Near $90K as U.S. Bank Charters, a Staked Ethereum ETF Filing, and Tokenization Headlines Reshape the Market. ### Crypto This Week & Week Ahead (Dec. 13, 2025): Bitcoin Near $90K as U.S. Bank Charters, a Staked Ethereum ETF Filing, and Tokenization Headlines Reshape the Market.",55.8,0.2
"bitcoin","BTC mining firm VBit CEO faces SEC charges over misappropriated $48.5M - Cryptopolitan","https://www.cryptopolitan.com/vbit-ceo-faces-sec-charges-misappropriation/","# BTC mining firm VBit CEO faces SEC charges over misappropriated $48.5M. Vo****, fo****under and chief executive officer o****f de****funct Bitcoin mining company VBit Technologies, with misappropriating $48.5 million from investors and using portions of the funds for gambling and family gifts.**. The SEC alleges that Vo deceived investors by selling hosting agreements for substantially more mining rigs than VBit actually operated. VBit marketed itself as offering investors “a turnkey solution for average people to start making a passive income stream through Bitcoin mining without all the headaches of operating the machines,” according to the SEC complaint. However, according to the SEC, “Advanced Mining did not exist as a legitimate business prior to the ‘acquisition’ of VBit” and neither it nor VBit registered or attempted to register with the Commission on the offering of securities under the Securities Act. Advanced Mining, which appeared to serve as a brief reboot of VBit’s operations under new branding, collapsed within weeks of the acquisition.",75.8,-0.7
