keyword,title,url,snippet,final_score,sentiment_score
"bitcoin","Billionaire Michael Saylor Announces New $1 Billion Bitcoin Purchase – Does He Know Something is Coming?","https://finance.yahoo.com/news/billionaire-michael-saylor-announces-1-133134376.html","Following the latest acquisition, Strategy’s total Bitcoin holdings climbed to 671,268 BTC, with an aggregate purchase cost of $50.33 billion and an average price of $74,972 per Bitcoin.

The move further cements the company’s position as the largest corporate holder of Bitcoin globally, far ahead of other public firms.

Last week, Strategy also purchased 10,624 BTC for roughly $962.7 million, paying an average price of $90,615 per coin. [...] Terms

# Billionaire Michael Saylor Announces New $1 Billion Bitcoin Purchase – Does He Know Something is Coming?",60.6,0.2
"bitcoin","Bitcoin investor plans Caribbean community — with its own court system","https://www.ft.com/content/cd171921-a0f5-49d9-a383-41a37e34dbb4","# Bitcoin investor plans Caribbean community — with its own court system

Only $1 for 4 weeks [...] Then $75 per month. Complete digital access to quality FT journalism on any device. Cancel anytime during your trial.

## Explore more offers.

Access to eight surprising articles a day, hand-picked by FT editors. For seamless reading, access content via the FT Edit page on FT.com and receive the FT Edit newsletter.

$45 per month [...] Complete digital access to quality FT journalism with expert analysis from industry leaders. Pay a year upfront and save 20%.",28.48,0
"bitcoin","45% of Gen Z adults say they would be happy to receive crypto as a gift this holiday season—here's what experts say - CNBC","https://www.cnbc.com/2025/12/15/gifting-crypto-this-holiday-season-what-experts-say-to-know-first.html","In the past five years, the price of bitcoin in U.S. dollars is up nearly $74,000, an increase of just over 400%. The cryptocurrency was trading around $86,000 Monday, 32% down from its all-time high of $126,000 in October. [...] Casey recommends gifting bitcoin over other cryptocurrencies since it has the most global adoption and a fixed supply — meaning its value could one day behave as if it were a physical metal, he says. It's also the oldest cryptocurrency, and historically, every time bitcoin has fallen from a high, the value of the currency has rebounded and grown even more, Casey says. [...] Gifts of around $50 during birthdays and holidays are a ""great place to start"" giving crypto, says Mike Casey, a CFP, early bitcoin adopter and president of American Executive Advisors in McLean, Virginia. ""We're not talking about thousands and thousands of dollars.""",56.4,0.3
"bitcoin","$1 Billion Blitz: Saylor's Bitcoin Binge Shocks Wall Street--Again - Yahoo Finance","https://finance.yahoo.com/news/1-billion-blitz-saylors-bitcoin-181245069.html","+ More news [...] Strategy (NASDAQ:MSTR) continued to lean aggressively into Bitcoin (BTC-USD), stepping up purchases for a second consecutive week as prices pulled back. Between Dec. 8 and Dec. 14, the company acquired $980.3 million worth of Bitcoin, its largest weekly purchase since July and the second straight week of adding more than 10,000 coins to its balance sheet, something it had not done since January. The move reinforces Strategy's positioning as a dedicated digital asset treasury company at a moment [...] - Best water bottles",70.6,0.3
"bitcoin","Crypto exchange Hashkey raises $206 million in Hong Kong IPO, source says - Reuters","https://www.reuters.com/world/asia-pacific/crypto-exchange-hashkey-raises-206-million-hong-kong-ipo-source-says-2025-12-15/","The IPO comes as some of the world's major cryptocurrencies have been on a roller-coaster ride in recent months after repeatedly hitting record highs earlier this year.

Bitcoin , the world's largest cryptocurrency, plunged as much as 36% in around a month's time after reaching an all-time peak above $126,000 in early October.

Authorities in Beijing, which banned cryptocurrency trading in 2021, have recently renewed their warnings about virtual currencies. [...] ## Read Next

UK regulation of cryptoassets to start in October 2027, finance ministry says

US regulator grants crypto firms initial approval to launch trust banks

Pakistan to allow Binance to explore 'tokenisation' of up to $2 billion of assets

Indiacategory [...] Our Standards: The Thomson Reuters Trust Principles., opens new tab",53.48,-0.3
"bitcoin","JPMorgan unveils its latest crypto move with a new tokenized money market fund - Business Insider","https://www.businessinsider.com/jpmorgan-tokenized-money-market-fund-ethereum-blockchain-crypto-eth-2025-12","Despite some skepticism from CEO Jamie Dimon over the years, the bank has made inroads into crypto and has been recently bullish on the price of bitcoin. JPMorgan analysts said recently that bitcoin could buck its latest downtrend and reach $170,000 in 2026.

Asset tokenization has been in focus in 2025, with platforms like Robinhood framing it as a means of trading more efficiently or potentially gaining exposure to private investments. [...] ### Business Insider tells the innovative stories you want to know

# JPMorgan is jumping deeper into crypto with a new tokenized money market fund

New  Follow authors and never miss a story!

Every time Samuel publishes a story, you’ll get an alert straight to your inbox!",70.28,0.4
"bitcoin","American Bitcoin Skyrockets Holdings: Strategic 613 BTC Surge Signals Confidence - Bitget","https://www.bitget.com/amp/news/detail/12560605110211","American Bitcoin Skyrockets Holdings: Strategic 613 BTC Surge Signals Confidence. # American Bitcoin Skyrockets Holdings: Strategic 613 BTC Surge Signals Confidence. In a bold move that captures the attention of the crypto world, American Bitcoin has significantly increased its treasury. The mining company, founded by Eric Trump, announced its Bitcoin holdings now total 4,931 BTC. ## How Did American Bitcoin Achieve This Major Increase? The recent addition of 613 BTC to American Bitcoin’s reserves didn’t happen by chance. The aggressive accumulation by American Bitcoin is a powerful signal in the institutional investment landscape. * **Confidence in Asset Value:** Buying over half a thousand BTC in a week shows strong belief in Bitcoin’s future price appreciation. In conclusion, the 613 BTC surge by American Bitcoin is a confident stride in the marathon of cryptocurrency adoption. Following the recent increase, American Bitcoin’s total holdings are 4,931 BTC. To learn more about the latest Bitcoin trends, explore our article on key developments shaping Bitcoin institutional adoption.",55.8,0.5
"bitcoin","American Bitcoin buys additional 261 Bitcoin… holds 5044 BTC in total - bloomingbit","https://bloomingbit.io/en/feed/news/102479","# American Bitcoin buys additional 261 Bitcoin… holds 5044 BTC in total. * As a result, total **Bitcoin holdings have increased to 5044 BTC**. * The company is currently ranked **21st** in the global corporate Bitcoin holdings ranking. Bitcoin (BTC) mining company American Bitcoin Corporation (American Bitcoin Corp) has increased its Bitcoin holdings. On the 15th, Bitcoin Treasury said via X (formerly Twitter), ""American Bitcoin, backed by President Trump's family, recently purchased an additional 261 Bitcoin, bringing its total holdings to 5044 BTC."". Accordingly, the company rose to 21st place in the global corporate Bitcoin holdings ranking, the 'Bitcoin 100'. Blockchain journalist | Writer of Trade Now & Altcoin Now, must-read content for investors. What did you think of the article you just read? ### PiCK News. #### ""JP Morgan plans to launch tokenized money market fund on Ethereum…to inject $100 million in initial capital"". #### Token unlocks worth 300 million dollars expected this week… includes ARB, SOL, etc. ### Trending News.",50.8,0.1
"bitcoin","The Swiss city that lets you pay for most things with bitcoin - BBC","https://www.bbc.com/news/articles/c0r959n91p4o","# The Swiss city that lets you pay for most things with bitcoin. Nicolas says he's discovered bitcoin cards in Switzerland. With the B standing for bitcoin, its stated aim is to educate people about cryptocurrency, and ""to make Lugano the European hub for bitcoin"". For 11 days she had no way of paying, other than with bitcoin, but she says that experiment turned out well, and that you can mostly survive just on bitcoin in Lugano. ""So what people did was download the app, exchange the bitcoin for dollars and never use it again,"" says Vincent Charles, head of crypto currency firm Unchain Data. So, he says it is important that they instantly convert the bitcoin they receive into Swiss francs, euros, or another currency issued by a government or central bank. He adds that bitcoin continues to be positive for Lugano, and that 110 crypto-sector companies have now moved to, or started up, in the city.",62.04,0.3
"bitcoin","Hut 8 Stock (NASDAQ: HUT) Slides 13% on Dec. 15, 2025 as Bitcoin Falls and American Bitcoin (ABTC) Drags Sentiment - ts2.tech","https://ts2.tech/en/hut-8-stock-nasdaq-hut-slides-13-on-dec-15-2025-as-bitcoin-falls-and-american-bitcoin-abtc-drags-sentiment/","Bitcoin · Cryptocurrency · Financial News · Investing · NASDAQ:ABTC · NASDAQ:HUT · Stock Market. # Hut 8 Stock (NASDAQ: HUT) Slides 13% on Dec. 15, 2025 as Bitcoin Falls and American Bitcoin (ABTC) Drags Sentiment. This isn’t a normal “red day.” It’s a reminder of what Hut 8 has become in the market’s eyes: a **high-beta proxy for Bitcoin**, plus a **sum-of-the-parts story** that now includes a heavily battered publicly traded affiliate, **American Bitcoin (NASDAQ: ABTC)**. Alongside BTC weakness, the big company-specific theme in the Hut 8 narrative is **American Bitcoin (ABTC)**—a majority-owned subsidiary/affiliate that has been trading publicly since 2025 and has been **falling hard**. ## What Hut 8 is today: Bitcoin mining, AI compute, and “power-first” infrastructure. 2. Hut 8 Stock (NASDAQ: HUT) Slides 13% on Dec. 15, 2025 as Bitcoin Falls and American Bitcoin (ABTC) Drags Sentiment.",65.8,-0.6
"bitcoin","Crypto This Week & Week Ahead (Dec. 13, 2025): Bitcoin Near $90K as U.S. Bank Charters, a Staked Ethereum ETF Filing, and Tokenization Headlines Reshape the Market - ts2.tech","https://ts2.tech/en/crypto-this-week-week-ahead-dec-13-2025-bitcoin-near-90k-as-u-s-bank-charters-a-staked-ethereum-etf-filing-and-tokenization-headlines-reshape-the-market/","# Crypto This Week & Week Ahead (Dec. 13, 2025): Bitcoin Near $90K as U.S. Bank Charters, a Staked Ethereum ETF Filing, and Tokenization Headlines Reshape the Market. But “quiet” doesn’t mean “boring.” In the last few days alone, the crypto story has expanded beyond price action into **U.S. banking charter approvals for major crypto firms, new moves around tokenization and market infrastructure, and a filing that aims to bring Ethereum staking yield into an ETF wrapper**—all while investors brace for a data-heavy week ahead that could swing rates, the dollar, and risk appetite. 1. Crypto This Week & Week Ahead (Dec. 13, 2025): Bitcoin Near $90K as U.S. Bank Charters, a Staked Ethereum ETF Filing, and Tokenization Headlines Reshape the Market. ### Crypto This Week & Week Ahead (Dec. 13, 2025): Bitcoin Near $90K as U.S. Bank Charters, a Staked Ethereum ETF Filing, and Tokenization Headlines Reshape the Market.",65.8,0.25
"bitcoin","Retail Bitcoin Activity Hits Historic Lows as Binance Bets Its Future on Abu Dhabi - ts2.tech","https://ts2.tech/en/retail-bitcoin-activity-hits-historic-lows-as-binance-bets-its-future-on-abu-dhabi/","Fresh data on 9 December 2025 show Bitcoin addresses holding at least 0.1 BTC have flat‑lined for two years, CryptoQuant’s retail flow metrics are printing “historic lows,” and yet Binance has just secured one of the most powerful regulatory platforms in its history in Abu Dhabi. * **Binance has secured a “global” license under Abu Dhabi Global Market (ADGM)**, becoming the first crypto exchange authorized as a Recognized Investment Exchange, Recognized Clearing House and Broker‑Dealer for its worldwide platform, with operations due to shift to Abu Dhabi in early 2026. Over the past week, Binance has **secured a full suite of licenses from Abu Dhabi Global Market’s Financial Services Regulatory Authority (FSRA)**, making it the first crypto exchange to be authorized as:. In a world where small investors increasingly access Bitcoin via **IBIT, FBTC and other ETFs**, Binance is positioning itself as the **institutional trading engine behind the scenes** – the place where liquidity providers, market‑makers, hedge funds and cross‑border brokers plug into an ADGM‑supervised infrastructure.",70.8,-0.1
"bitcoin","There's no Dow or S&P 500 for cryptocurrencies yet. Bitwise is getting a step closer with new ETF - CNBC","https://www.cnbc.com/2025/12/09/theres-no-dow-or-sp-500-for-cryptocurrencies-yet-bitwise-is-getting-a-step-closer-with-new-etf.html","* The Bitwise 10 Crypto Index ETF (BITW) holds the following 10 digital assets: Bitcoin, ether, XRP, Solana, Chainlink, Litecoin, Cardano, Avalanche, Sui and Polkadot. * This makes BITW the first ETF by a major crypto asset manager to include Cardano, Avalanche, Sui and Polkadot, Bitwise CEO and co-founder Hunter Horsley told CNBC. A new exchange-traded fund from Bitwise that began trading Tuesday will give retail investors and financial advisors access to a broad range of cryptocurrencies in one shot, as opposed to the ETFs so far that have mostly just tracked just one or two cryptocurrencies. The Bitwise 10 Crypto Index ETF (BITW) holds the following 10 digital assets: Bitcoin, ether, XRP, Solana, Chainlink, Litecoin, Cardano, Avalanche, Sui and Polkadot. The conversion makes BITW the first ETF by a major crypto asset manager to include Avalanche, Sui and Polkadot, Bitwise CEO and co-founder Hunter Horsley told CNBC.",71.4,0.3
"bitcoin","Bitcoin holds $90,000 as markets await Fed rate cut decision and Powell's guidance - The Block","https://www.theblock.co/post/381861/bitcoin-holds-90000-usd-markets-await-fed-rate-cut-decision-powell-guidance","## Bitcoin ETFs turn positive with $152 million in inflows ahead of Fed rate decision, while traders stay defensive amid expected volatility: analysts. # Bitcoin holds $90,000 as markets await Fed rate cut decision and Powell's guidance. Bitcoin hovered near $90,000 on Tuesday as crypto markets entered a low-conviction holding pattern ahead of the Federal Reserve’s final policy decision of the year, with analysts noting that Chair Jerome Powell’s forward guidance tomorrow may matter more than the rate cut itself. Nansen Principal Research Analyst Aurelie Barthere told The Block that markets are “expecting a rate cut that is already priced in,” and that Powell’s guidance will be more important than the potential cut. However, the analyst argued that there is room for upside “should the Fed signal that there is potential for another cut before the June meeting,” especially if labor-market data continues to soften and inflation expectations remain anchored in the 2–3% range.",60.8,0.2
