keyword,title,url,snippet,final_score,sentiment_score
"bitcoin","This bank just halved its bitcoin price target down from $200,000. Here’s why. - MarketWatch","https://www.marketwatch.com/story/standard-chartered-is-finally-slashing-its-bitcoin-target-by-half-heres-why-3e7c726b","[WARNING: No Content Found]",70.92,-0.3
"bitcoin","One of bitcoin's biggest bulls just slashed their forecast in half - Business Insider","https://www.businessinsider.com/bitcoin-price-prediction-btc-2026-forecast-standard-chartered-150k-2025-12","[WARNING: No Content Found]",70.28,-0.5
"bitcoin","Kazakhmys says it will have new controlling shareholder - Mining.com","https://www.mining.com/web/kazakhmys-says-it-will-have-new-controlling-shareholder/","[WARNING: No Content Found]",48,0
"bitcoin","Comparative evaluation and simulation of blockchain consensus mechanisms for secure and scalable peer to peer energy trading in microgrids - Nature","https://www.nature.com/articles/s41598-025-27431-w","[WARNING: No Content Found]",53.64,0.1
"bitcoin","Coupang breach a ‘double-edged sword’ for Chinese rivals due to security concerns: KB Securities - CNBC","https://www.cnbc.com/video/2025/12/10/coupang-breach-a-adouble-edged-sworda-for-chinese-rivals-due-to-security-concerns-kb-securities.html","[WARNING: No Content Found]",26.4,0
"bitcoin","Retail investors are cautiously optimistic, says Investopedia's Caleb Silver - CNBC","https://www.cnbc.com/video/2025/12/09/retail-investors-are-cautiously-optimistic-investopedia-survey.html","[WARNING: No Content Found]",26.4,0
"bitcoin","Jay Clayton: We are going to target open-air drug markets and bring them to an end - CNBC","https://www.cnbc.com/video/2025/12/10/jay-clayton-we-are-going-to-target-open-air-drug-markets-and-bring-them-to-an-end.html","[WARNING: No Content Found]",26.4,0
"bitcoin","Should You Buy Bitcoin While It's Under $100,000? - The Motley Fool","https://www.fool.com/investing/2025/12/05/should-you-buy-bitcoin-while-its-under-100000/","[WARNING: No Content Found]",55.8,0.2
"bitcoin","Bitdeer reduces Bitcoin holdings by 148.5. * Bitcoin (BTC) mining company **Bitdeer** said it reduced its **Bitcoin holdings** over the past week. * Bitdeer mined 131.5 **bitcoins**, and sold 130 of them as reported. * According to this weekly report, Bitdeer's **Bitcoin holdings** decreased to 1992.6. * The article was summarized using an artificial intelligence-based language model. Bitcoin (BTC) miner Bitdeer said it reduced its Bitcoin holdings. On the 6th (Korean time), Bitdeer reported its weekly Bitcoin holdings via X(formerly Twitter). Bitdeer mined 131.5 bitcoins and sold 130 of them. The net decrease in Bitcoin was 148.5. As a result, Bitdeer's Bitcoin holdings fell to 1992.6. ## Uk Jin. Feel free to share your thoughts and questions about the news! What did you think of the article you just read? ### PiCK News. #### Galaxy Digital ""Bitcoin treasury hits its limits… some may disappear"". #### U.S. Bitcoin spot ETFs turn to net inflows... 9 hours ago](/en/feed/news/101967). ### Trending News.","https://bloomingbit.io/en/feed/news/101978","[WARNING: No Content Found]",50.8,-0.1
"bitcoin","Cathedra Bitcoin (OTC:CBTTF) Shares Down 2.2% – Here’s What Happened - Defense World","https://www.defenseworld.net/2025/12/06/cathedra-bitcoin-otccbttf-shares-down-2-2-heres-what-happened.html","[WARNING: No Content Found]",50.8,-0.1
"bitcoin","American Bitcoin increases holdings by 363 bitcoins, bringing total holdings to 4,367 bitcoins - Bitget","https://www.bitget.com/amp/news/detail/12560605095940","[WARNING: No Content Found]",50.8,0.1
"bitcoin","Drones, Fake Birdsong, and Broken Glass Traps: Malaysia is Undergoing an Unprecedented 'Bitcoin Crackdown' - Bitget","https://www.bitget.com/amp/news/detail/12560605099899","[WARNING: No Content Found]",70.8,-0.5
"bitcoin","‘StableChain’ Launch Shows How Far Crypto Has Strayed From Bitcoin’s Original Promise - Gizmodo","https://gizmodo.com/stablechain-launch-shows-how-far-crypto-has-strayed-from-bitcoins-original-promise-2000696959","[WARNING: No Content Found]",55.8,-0.3
"bitcoin","Green Blockchain Consensus: Balancing Energy Efficiency, Security, And Decentralization - Forbes","https://www.forbes.com/sites/digital-assets/2025/12/04/green-blockchain-consensus-balancing-energy-efficiency-security-and-decentralization/","[WARNING: No Content Found]",61.4,0.2
"bitcoin","There's no Dow or S&P 500 for cryptocurrencies yet. Bitwise is getting a step closer with new ETF - CNBC","https://www.cnbc.com/2025/12/09/theres-no-dow-or-sp-500-for-cryptocurrencies-yet-bitwise-is-getting-a-step-closer-with-new-etf.html","[WARNING: No Content Found]",71.4,0.1
"bitcoin","Is an ETF Safer than an Exchange for Bitcoin? - BeInCrypto","https://beincrypto.com/etfs-crossfire-bitcoin-self-custody-debate/","[WARNING: No Content Found]",65.8,0.2
"bitcoin","ETFs in the Crossfire Amid Bitcoin’s Growing Self-Custody Debate - Yahoo Finance","https://finance.yahoo.com/news/etfs-crossfire-amid-bitcoin-growing-215004125.html","[WARNING: No Content Found]",70.6,0.2
"bitcoin","Is bitcoin really digital gold? In 2025, the leading crypto has failed to answer that question - CNBC","https://www.cnbc.com/2025/12/05/bitcoin-digital-gold-crypto-store-of-value.html","[WARNING: No Content Found]",61.4,-0.1
"bitcoin","They ‘Bought More’—BlackRock CEO Reveals Sovereign Fund Bitcoin Price Bombshell Alongside A Stark Trump Warning - Forbes","https://www.forbes.com/sites/digital-assets/2025/12/04/faster-than-most-expect-blackrock-ceo-issues-enormous-price-prediction-as-bitcoin-suddenly-soars-toward-2-trillion/","[WARNING: No Content Found]",76.4,0.4
"rare earth","Ford suppliers receive China’s new streamlined rare earth licences - Mining.com","https://www.mining.com/web/ford-suppliers-receive-chinas-new-streamlined-rare-earth-licences/","[WARNING: No Content Found]",78,0.1
"rare earth","Trump trade rep changes China soybean purchase timeline, cites 'discrepancy'","https://www.cnbc.com/2025/12/09/trump-trade-rep-changes-china-soybean-purchase-timeline-cites-discrepancy.html","[WARNING: No Content Found]",51.4,-0.1
"rare earth","Supply chain diversification away from China is progressing from talks to action, EU chamber says - CNBC","https://www.cnbc.com/2025/12/10/supply-chain-diversification-away-from-china-is-progressing-from-talks-to-action-eu-chamber-says.html","[WARNING: No Content Found]",41.4,0
"rare earth","GE Vernova working with US government to boost stocks of rare earth yttrium - Reuters","https://www.reuters.com/business/energy/ge-vernova-working-with-us-government-boost-stocks-rare-earth-yttrium-2025-12-10/","[WARNING: No Content Found]",78.48,0.2
"rare earth","Critical Metals inks another offtake deal for Tanbreez rare earth concentrate - Mining.com","https://www.mining.com/critical-metals-inks-another-offtake-deal-for-tanbreez-rare-earth-concentrate/","[WARNING: No Content Found]",78,0.3
"rare earth","Launch your mining career today - Mining.com","https://www.mining.com/video/launch-your-mining-career-today-mining-com/","[WARNING: No Content Found]",63,0.2
"rare earth","Mali clears domestic arrears after back payment from miners - Mining.com","https://www.mining.com/web/mali-clears-domestic-arrears-after-back-payment-from-miners/","[WARNING: No Content Found]",53,0
"rare earth","3 Mining Stocks to Ride the Commodity Boom Into 2026 - Yahoo Finance","https://finance.yahoo.com/news/3-mining-stocks-ride-commodity-120400375.html","[WARNING: No Content Found]",65.6,0.6
"rare earth","Bound to entangle - Nature","https://www.nature.com/articles/s41563-025-02437-x","[WARNING: No Content Found]",28.64,0
"rare earth","Steel factory - Mining.com","https://www.mining.com/web/column-china-steel-exports-surge-but-aluminum-shipments-slide/blast-furnace-smelting-liquid-steel-inside-metallurgical-steel-mill-industrial-background/","[WARNING: No Content Found]",28,0
"rare earth","Infographic Interactive: BRICs vs the West – the gold divide - Mining.com","https://www.mining.com/infographic-interactive-brics-vs-the-west-the-gold-divide/","[WARNING: No Content Found]",63,0.1
"rare earth","South Africa’s low-cost high-value rare earths heading for 2026 global market entry - Engineering News","https://www.engineeringnews.co.za/article/south-africas-low-cost-high-value-rare-earths-heading-for-2026-global-market-entry-2025-12-10","[WARNING: No Content Found]",70.8,0.65
"rare earth","Congo miners urge urgent talks to clear cobalt export backlog - KITCO","https://www.kitco.com/news/off-the-wire/2025-12-08/congo-miners-urge-urgent-talks-clear-cobalt-export-backlog","[WARNING: No Content Found]",70.8,-0.4
"rare earth","China’s Exports Rebound in November - The Wall Street Journal","https://www.wsj.com/economy/trade/chinas-exports-rebound-in-november-97f24e06?gaa_at=eafs&gaa_n=AWEtsqeMAzzWW0bEeXxvvrNjsqbSi7OQHbTAZqDLlxNw7T3KCKFS58-F0LBn&gaa_ts=69365148&gaa_sig=pvi-goLpVgsqrTKSQRpAaJu2kMqYig60vQs7oAvKs6H7NqRsl9o7qAhScUhEaNLP7WIqVeqAO674H3knaLpkgg%3D%3D","[WARNING: No Content Found]",58.48,0.2
"rare earth","China Trade Surplus Tops $1 Trillion On Non-US Growth - Marine Link","https://www.marinelink.com/news/china-trade-surplus-tops-trillion-nonus-533254","[WARNING: No Content Found]",55.8,-0.1
"rare earth","Morgan Stanley upgrades MP Materials stock rating to Overweight on rare earth supply chain - Investing.com","https://m.investing.com/news/analyst-ratings/morgan-stanley-upgrades-mp-materials-stock-rating-to-overweight-on-rare-earth-supply-chain-93CH-4392533?ampMode=1","[WARNING: No Content Found]",70.8,0.6
