keyword,weight,expansion,expansion_importance,title,url,tavily_score,content,pickup_count,source_credibility,qual_score
bitcoin,0.4,bitcoin,1,"This bank just halved its bitcoin price target down from $200,000. Here’s why. - MarketWatch",https://www.marketwatch.com/story/standard-chartered-is-finally-slashing-its-bitcoin-target-by-half-heres-why-3e7c726b,0.6757646,"Bitcoin on Tuesday was trading 26% below its October record high.  Photo: Getty Images

As bitcoin edged higher Tuesday, Standard Chartered said it now expects the cryptocurrency to end the year higher at $100,000. That’s still a halving of its previous year-end target of $200,000, which was issued in June 2024. [...] This bank just halved its bitcoin price target down from $200,000. Here’s why. - MarketWatch

# This bank just halved its bitcoin price target down from $200,000. Here’s why.

## Standard Chartered also revised its price targets for the crypto through 2029

2 [...] The bank also halved its bitcoin forecast for year-end 2026 to $150,000, from $300,000, and lowered its year-end projections through 2029. But it still expects bitcoin

can reach $500,000 in 2030, according to a Tuesday note by Geoff Kendrick, global head of digital-assets research at Standard Chartered.",0,0.82,0.5632
bitcoin,0.4,bitcoin,1,One of bitcoin's biggest bulls just slashed their forecast in half - Business Insider,https://www.businessinsider.com/bitcoin-price-prediction-btc-2026-forecast-standard-chartered-150k-2025-12,0.48828337,"Geoff Kendrick of Standard Chartered, who previously said he saw bitcoin climbing as high as $200,000 by the end of 2025, told clients in a note that the bank has aggressively slashed its price forecasts for bitcoin through the end of the decade.

Kendrick said the bank's view is now for bitcoin to end this year at around $100,000, implying 6% upside from the crypto's current levels.

For next year, he see bitcoin hitting $150,000, about half of the prior target of $300,000. [...] ""Price action has forced us to recalibrate our Bitcoin price forecasts,"" Kendrick wrote, adding that the firm believed bitcoin treasury buying had ""run its course,"" though ETF inflows could pick up ""periodically.""

It's been a rough year for bitcoin, which was rocked earlier in the year as markets reacted to tariffs, and has been weighed down by worries about higher inflation and fewer Fed rate cuts in 2026. [...] The price target changes were largely spurred by bitcoin's recent sell-off, Kendrick, the global head of digital assets research at Standard Chartered, wrote in a note on Tuesday. The crypto is down around 27% from its peak in early October.

He said that bitcoin treasuries — firms that buy and hold bitcoin on their balance sheets — likely won't support the price of the cryptocurrency going forward. Instead, the token will have to rely primarily on ETF buying to move higher, he added.",1,0.78,0.5597
bitcoin,0.4,bitcoin,1,Tether-backed Twenty One Capital slides in trading debut - Reuters,https://www.reuters.com/business/tether-backed-twenty-one-capital-set-slide-trading-debut-2025-12-09/,0.37022537,"""Yes, we own a lot of bitcoin. Yes, we're going to acquire as much as we possibly can, but we're also about to launch a ton of business lines and produce profit that's related to bitcoin, and that's a lot of why we created the company in the first place,"" Mallers said in an interview.

The new company holds over 43,500 bitcoins , making it the world's third-largest corporate holder of the cryptocurrency, according to crypto publication The Block. [...] CEO Jack Mallers said that like other bitcoin treasury companies, Twenty One will hold and buy bitcoin, but it also plans to launch products and ""utility services"" connected to the world's largest cryptocurrency. [...] Twenty One's holdings are worth more than $3.97 billion based on bitcoin's last closing price of $91,350.84, according to Reuters' calculations.

Cantor Equity is a special purpose acquisition company (SPAC) backed by Cantor Fitzgerald, an investment banking and brokerage firm chaired by Brandon Lutnick, the son of U.S. Secretary of Commerce Howard Lutnick.",0,0.98,0.566
bitcoin,0.4,bitcoin,1,Sen. Gillibrand says 'nothing is holding up' progress on crypto market regulation: CNBC Crypto World - CNBC,https://www.cnbc.com/video/2025/12/09/sen-gillibrand-says-nothing-is-holding-up-progress-on-crypto-market-regulation-cnbc-crypto-world.html,0.12506539,"On today's episode of CNBC Crypto World, bitcoin bounces as investor look ahead to this week’s rate decision from the Federal Reserve. Plus, Republican Sen. Cynthia Lummis says her goal is to share a draft of the Senate Banking Committee’s version of a crypto market structure bill by the end of the week, then let the crypto industry as well as Republicans and Democrats vet it and proceed to markup next week. And, Hashdex CIO Samir Kerbage discusses the asset manager's 2026 crypto outlook [...] Pro News",0,0.85,0.465
bitcoin,0.4,Double Spending Prevention,0.9,Comparative evaluation and simulation of blockchain consensus mechanisms for secure and scalable peer to peer energy trading in microgrids - Nature,https://www.nature.com/articles/s41598-025-27431-w,0.47852883,"In a P2P trading scenario, finality ensures the execution of permanent trades, and prevents roll-back of trades to eliminate double-spending and fraud.

### Fault tolerance [...] Block creation complexity [...] ### Proof-of-work",2,0.99,0.6817
bitcoin,0.4,Lightning Network,0.6,Justice Department unveils new charges in alleged Russia-backed cyberattacks - Reuters,https://www.reuters.com/world/us/justice-department-unveils-new-charges-alleged-russia-backed-cyberattacks-2025-12-10/,0.1309177,"A representative from the Russian embassy in the United States was not immediately reached for comment.

Federal officials said the alleged cyberattacks targeted services including food and water systems, and posed national security risks. NoName has claimed credit for hundreds of cyberattacks around the world, prosecutors said. [...] WASHINGTON, Dec 9 (Reuters) - The U.S. Justice Department on Tuesday unveiled additional federal criminal charges against a Ukrainian national accused of participating in cyberattacks and other computer intrusions against key infrastructure in support of Russian interests.

The defendant, Victoria Eduardovna Dubranova, 33, was charged in a second indictment in the federal court in Los Angeles for her alleged support for a group the Justice Department identified as NoName057(16).

Sign uphere. [...] A defense lawyer for Dubranova was not immediately reachable for comment.

“Today’s actions demonstrate the Department’s commitment to disrupting malicious Russian cyber activity - whether conducted directly by state actors or their criminal proxies,” John Eisenberg, assistant attorney general in charge of the Justice Department’s national security division, said in a statement.

Prosecutors have alleged Russia backed CARR and NoName with financial support.",0,0.98,0.4782
bitcoin,0.4,Bitcoin ETF Approval,0.85,ETFs in the Crossfire Amid Bitcoin’s Growing Self-Custody Debate - Yahoo Finance,https://finance.yahoo.com/news/etfs-crossfire-amid-bitcoin-growing-215004125.html,0.33783728,"# ETFs in the Crossfire Amid Bitcoin’s Growing Self-Custody Debate. **A fierce debate is unfolding at the heart of Bitcoin’s intellectual core as industry veterans clash over the future of custody, sovereignty, and the role of ETFs in driving mainstream adoption.**. ## ETFs Enter the Crossfire in Bitcoin’s Growing Self-Custody Debate. Krueger urges followers to adopt institutional rails, such as banks and ETFs, while fiercely protecting the right to self-custody. And defend the right to self-custody.”. Bloomberg’s Eric Balchunas questioned why “snobby OGs” accept exchanges holding Bitcoin but oppose ETFs. Balchunas argues that both rely on outsourced custody and that ETFs are “waaay cheaper and safer.”. Analyst Sam Wouters countered sharply, noting that users can withdraw to self-custody from an exchange at any time, unlike with an ETF. However, Balchunas maintained that ETFs accelerate adoption, spread ownership across millions, and help Bitcoin mature into a less volatile asset. Read original story ETFs in the Crossfire Amid Bitcoin’s Growing Self-Custody Debate by Lockridge Okoth at beincrypto.com.",0,0.8,0.4726
bitcoin,0.4,Bitcoin ETF Approval,0.85,Is an ETF Safer than an Exchange for Bitcoin? - BeInCrypto,https://beincrypto.com/etfs-crossfire-bitcoin-self-custody-debate/,0.33261433,"# ETFs in the Crossfire Amid Bitcoin’s Growing Self-Custody Debate. * ETF adoption expands access, but OGs argue self-custody protects sovereignty and exit rights. * Debate centers on theft resistance, custodial trust, and institutions’ potential influence on Bitcoin. * Dual-strategy camp urges embracing ETFs while defending the right to self-custody. **A fierce debate is unfolding at the heart of Bitcoin’s intellectual core as industry veterans clash over the future of custody, sovereignty, and the role of ETFs in driving mainstream adoption.**. ## ETFs Enter the Crossfire in Bitcoin’s Growing Self-Custody Debate. Krueger urges followers to adopt institutional rails, such as banks and ETFs, while fiercely protecting the right to self-custody. Bloomberg’s Eric Balchunas questioned why “snobby OGs” accept exchanges holding Bitcoin but oppose ETFs. Balchunas argues that both rely on outsourced custody and that ETFs are “waaay cheaper and safer.”. Analyst Sam Wouters countered sharply, noting that users can withdraw to self-custody from an exchange at any time, unlike with an ETF.",0,0.5,0.3515
bitcoin,0.4,Bitcoin ETF Approval,0.85,There's no Dow or S&P 500 for cryptocurrencies yet. Bitwise is getting a step closer with new ETF - CNBC,https://www.cnbc.com/2025/12/09/theres-no-dow-or-sp-500-for-cryptocurrencies-yet-bitwise-is-getting-a-step-closer-with-new-etf.html,0.331672,"* The Bitwise 10 Crypto Index ETF (BITW) holds the following 10 digital assets: Bitcoin, ether, XRP, Solana, Chainlink, Litecoin, Cardano, Avalanche, Sui and Polkadot. * This makes BITW the first ETF by a major crypto asset manager to include Cardano, Avalanche, Sui and Polkadot, Bitwise CEO and co-founder Hunter Horsley told CNBC. A new exchange-traded fund from Bitwise that began trading Tuesday will give retail investors and financial advisors access to a broad range of cryptocurrencies in one shot, as opposed to the ETFs so far that have mostly just tracked just one or two cryptocurrencies. The Bitwise 10 Crypto Index ETF (BITW) holds the following 10 digital assets: Bitcoin, ether, XRP, Solana, Chainlink, Litecoin, Cardano, Avalanche, Sui and Polkadot. The conversion makes BITW the first ETF by a major crypto asset manager to include Avalanche, Sui and Polkadot, Bitwise CEO and co-founder Hunter Horsley told CNBC.",0,0.85,0.4913
bitcoin,0.4,Hashrate,0.8,BitFuFu reduces hashrate amid bitcoin price volatility - Investing.com,https://www.investing.com/news/company-news/bitfufu-reduces-hashrate-amid-bitcoin-price-volatility-93CH-4393431,0.9814534,"#### Popular Searches. ##### Please try another search. # BitFuFu reduces hashrate amid bitcoin price volatility. BitFuFu reduces hashrate amid bitcoin price volatility. SINGAPORE - Bitcoin mining company BitFuFu Inc. The company, currently valued at $492.4 million, has seen its stock price decline 39.39% year-to-date, trading at $3 compared to its 52-week high of $6.05. BitFuFu sold 205 BTC at an average price of $107,000 during the month to fund supplier obligations and manage risk amid market volatility, ending November with 1,764 BTC holdings, down 189 BTC from October. BitFuFu reduces hashrate amid bitcoin price volatility. Bitcoin price today: dips to $92k ahead of PCE inflation, potential Fed cut. **Fusion Media** and any provider of the data contained in this website will not accept liability for any loss or damage as a result of your trading, or your reliance on the information contained within this website.",0,0.5,0.4763
bitcoin,0.4,Hashrate,0.8,HIVE launches documentary on Paraguay’s hydro-powered Bitcoin mega-mine - TheStreet,https://www.thestreet.com/crypto/innovation/hive-launches-documentary-on-paraguays-hydro-powered-bitcoin-mega-mine,0.8864204,"# HIVE launches documentary on Paraguay’s hydro-powered Bitcoin mega-mine. Short film spotlights how HIVE is turning Paraguay’s surplus hydro power into green Bitcoin mining and AI-ready digital infrastructure. HIVE Digital Technologies has released a short documentary showcasing how its new Paraguay operations turn “water into watts” to power one of the world’s largest green Bitcoin mining projects, and, increasingly, high-performance computing for AI. Kilic adds that HIVE is currently at “a million dollars day of run rate revenue,” and says that figure could grow “closer to $500 million” once the company reaches its target of 25 exahash (EH/s) of Bitcoin hashrate and “almost 12 Bitcoin a day,” with a fleet efficiency of “17.5 joules, a terra hash.”. ## HIVE launches documentary on Paraguay’s hydro-powered Bitcoin mega-mine. ## HIVE’s Frank Holmes says Bitcoin mining is a win for Paraguay and the U.S. ## HIVE’s Frank Holmes says Bitcoin mining is a win for Paraguay and the U.S. ## HIVE launches documentary on Paraguay’s hydro-powered Bitcoin mega-mine.",1,0.4,0.4673
bitcoin,0.4,Bitcoin Mining Act,0.7,Bitcoin Miners on the Run After Stealing $1.1 Billion in Electricity - Futurism,https://futurism.com/future-society/bitcoin-miners-stealing-billion-electricity,0.9348725,"# Bitcoin Miners on the Run After Stealing $1.1 Billion in Electricity. As *Bloomberg* reports, local law enforcement is hunting down about 14,000 illegal Bitcoin mining operations in Malaysia, which they say have stolen around $1.1 billion in electricity over the last five years. Besides causing over a billion dollars in losses for Malaysia’s state-owned energy company Tenaga Nasional, illegal mining operations could wreak havoc on the country’s grid as well. “The risk of allowing such activities to happen is no longer about stealing,” Malaysia’s deputy minister of energy transition and water transformation, Akmal Nasir, who chairs a special task force specifically set up to crack down on illegal Bitcoin mining, told *Bloomberg*. Rolling power outages in Iran last year, for instance, sparked a heated debate over the role of illegal Bitcoin mining. Worldwide, Bitcoin mining operations chew through a gargantuan amount of power, consuming more electricity than an entire country each year.",0,0.5,0.457
bitcoin,0.4,Bitcoin Mining Act,0.7,"Drones, Fake Birdsong, and Broken Glass Traps: Malaysia is Undergoing an Unprecedented ""Bitcoin Crackdown"" - Bitget",https://www.bitget.com/amp/news/detail/12560605099899,0.91490096,"The Malaysian government is intensifying its crackdown on illegal bitcoin mining, utilizing technologies such as drones and sensors to uncover numerous operations, with electricity theft causing significant losses. In early October this year, when bitcoin prices hit a historic high, authorities had already registered about 3,000 electricity theft cases related to mining. Bitcoin mining is essentially a computing power race: rows of specialized equipment perform trillions of calculations per second, aiming to successfully validate transactions and earn bitcoin rewards. According to a report by the Cambridge Centre for Alternative Finance, currently over 75% of bitcoin mining activities are concentrated in the United States. In Malaysia, as long as operators legally obtain electricity and pay taxes according to the law, bitcoin mining is considered legal. At the first meeting of the special committee on November 25, members discussed whether to recommend a complete ban on bitcoin mining. He further stated that the large number of illegal bitcoin mining sites and the operating patterns of those behind them indicate the presence of organized crime.",0,0.5,0.453
bitcoin,0.4,Bitcoin Mining Act,0.7,"Global Crypto Mining News in October: Bitcoin Mining Profitability Falls to Record Lows, Power Theft for Mining in Malaysia Exceeds $1.1 Billion, etc - Wu Blockchain",https://wublock.substack.com/p/global-crypto-mining-news-in-october-e8c,0.80069196,"Bitcoin mining company Bitfury has announced a $50 million investment into Gonka, a decentralized, high-efficiency AI compute network, marking the first investment under its $1 billion “Emerging Technology Initiative” announced last year. The company completed $1.15 billion in 0% convertible bond financing, to be used for expanding power and land assets, with the goal of evolving from Bitcoin mining into a “comprehensive compute platform for AI and BTC”. Bitcoin mining company Bitfarms (Nasdaq/TSX: BITF) has released its Q3 2025 financial report, showing revenue from continuing operations of $69 million, up 156% year-on-year, and the completion of a $588 million convertible bond issuance. The company is accelerating its strategic transformation from Bitcoin mining to high-performance computing (HPC) and AI infrastructure, planning to convert its Washington campus into an HPC data center supporting liquid-cooled GB300 GPUs, with targeted commissioning by the end of 2026, and has already signed equipment purchase agreements worth $128 million.",0,0.5,0.4301
bitcoin,0.4,Bitcoin Mining Act,0.7,LM Funding America Announces November 2025 Production and Operational Update - GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/04/3199717/0/en/LM-Funding-America-Announces-November-2025-Production-and-Operational-Update.html,0.48828337,"(NASDAQ: LMFA) (“LM Funding” or the “Company”),** a Bitcoin treasury and mining company, today announced its preliminary, unaudited Bitcoin mining and operational update for the month ended November 30, 2025. (Nasdaq: LMFA), operates as a Bitcoin treasury and mining company. These risks and uncertainties include, without limitation, the risks of operating in the cryptocurrency mining business, our limited operating history in the cryptocurrency mining business and our ability to grow that business, the capacity of our Bitcoin mining machines and our related ability to purchase power at reasonable prices, our ability to identify and acquire additional mining sites, the ability to finance our site acquisitions and cryptocurrency mining operations, our ability to acquire new accounts in our specialty finance business at appropriate prices, changes in governmental regulations that affect our ability to collect sufficient amounts on defaulted consumer receivables, changes in the credit or capital markets, changes in interest rates, and negative press regarding the debt collection industry. (NASDAQ: LMFA) (“LM Funding” or the “Company”), a Bitcoin treasury and mining company, today announced that it has scheduled...",0,0.5,0.3677
